serial_no,height,fold,temp_2023,temp_2022,temp_2021,temp_avg,Pop_500,Green_400,Ag_500,Trans_5000,Resi_100,Comm_400,Ind_1100,Cul_2500,Pub_4700,GFA_5000,BCR,SD_H,Altitude,Slope,Longitude,Latitude,Solar_radi
OC3CL200122,3.2,14.0,23.0673633157,25.2429962013,25.0280944865,24.4461513345,29012,69125,0,2813475,15950,9275,4175,44200,1052400,46131100.0,21.003900528,21.4505004883,43.2588005066,3.38386011124,127.0284523,37.65714093,498.25
OC3CL200089,3.6,9.0,25.7104342501,24.6775330688,25.0172902368,25.1350858519,19080,147800,0,2879750,11450,6825,4175,61575,1190500,50496800.0,5.38980007172,4.73286008835,55.7165985107,6.37434005737,127.0270449,37.65204049,505.184997559
OC3CL200048,3.2,18.0,26.9189010141,26.1857533747,26.8047169883,26.6364571257,24944,17400,0,3197425,13725,50425,0,84025,1280900,51374300.0,28.9400005341,20.5981998444,23.5699005127,0.360478013754,127.0462197,37.6535602,500.033996582
OC3CL200050,3.3,10.0,26.0690619489,25.9058754671,25.8377232798,25.9375535653,20406,12100,0,3090850,11425,33425,0,61000,1165900,43821300.0,26.6566009521,6.43570995331,24.4817008972,0.352050989866,127.0477197,37.66184473,499.942993164
OC3CL200051,3.0,20.0,27.4205324074,26.7127509759,26.925639245,27.0196408761,26222,10225,0,3119000,18500,38925,9525,97025,1365375,56039800.0,44.052898407,7.05031013489,40.6133003235,2.05693006516,127.0348639,37.64934955,499.687988281
OC3CL200161,3.4,7.0,25.8955412257,25.2385748202,25.8076365957,25.6472508805,11980,98775,26650,2622125,3650,39200,0,47600,601725,29739000.0,12.581199646,3.0,34.6250991821,2.66986989975,127.0454035,37.68886228,497.515014648
OC3CL200052,3.4,15.0,27.0285295414,26.0445893381,26.4367875335,26.5033021377,16876,46750,0,2956125,17100,59000,0,44800,1027625,40950300.0,14.6962003708,0.0,26.285200119,0.46858099103,127.0464686,37.66621365,499.985992432
V02Q1940084,3.8,1.0,26.6728196649,26.232865622,26.780109127,26.5619314713,20369,147225,0,4315425,11825,18250,0,101275,2186750,93213800.0,6.69543981552,3.46409988403,35.7308998108,4.98677015305,127.0624354,37.57837517,503.214996338
V02Q1940118,4.2,4.0,27.6819874339,26.8833652227,27.662216071,27.4091895759,17227,20925,0,4597400,6375,52450,0,102575,2388275,96822800.0,20.7299995422,5.75798988342,25.3069000244,0.510396003723,127.0314924,37.58238909,500.364990234
V02Q1940122,4.1,16.0,27.3594121773,27.0113897676,27.6814874169,27.3507631206,19247,9525,0,4554400,12075,56375,0,111475,2379425,98413400.0,34.0317001343,3.27207994461,30.0685997009,2.9602599144,127.0479117,37.58571599,503.940002441
V02Q1940089,4.4,3.0,27.2622497795,26.486684234,27.1935936363,26.9808425499,17950,10450,0,4445725,18250,80450,0,103300,2310875,95280400.0,21.5077991486,3.88363003731,25.3334007263,3.24576997757,127.0546253,37.59192024,502.964996338
V02Q1940099,3.6,1.0,27.6418618727,26.6537106354,27.4193557099,27.238309406,21803,9675,0,4446500,18425,56400,0,97925,2263575,94850000.0,32.3418006897,11.70470047,21.6833992004,1.17790997028,127.0569302,37.5905138,501.057006836
V02Q1940109,3.6,20.0,27.0108652998,26.3041459544,27.0651109924,26.7933740822,14572,127300,0,4334175,4200,34025,7000,87025,2134950,86126800.0,15.3722000122,10.0191001892,15.8507995605,1.84377002716,127.0671123,37.59078005,497.529998779
V02Q1940049,3.5,13.0,28.4495987654,26.8529450719,27.6372599122,27.6466012498,17412,10825,0,4627325,30925,54650,0,118650,2379800,97115600.0,36.0106010437,23.6791000366,15.0614995956,0.292979985476,127.0362773,37.57668991,499.380004883
V02Q1940115,3.3,11.0,27.2632098765,25.9741497083,27.4195271627,26.8856289158,19154,28225,0,4264325,30000,9775,7000,83675,2081025,83966700.0,9.84185028076,2.51826000214,13.7690000534,1.49926996231,127.0655573,37.59804281,500.75201416
V02Q1940108,3.6,6.0,27.0149988977,26.4183600736,27.2173510209,26.8835699974,23216,11075,0,4317350,37150,32950,0,90625,1948875,82721600.0,27.425699234,11.6955003738,16.6882991791,0.239379003644,127.0655316,37.60344403,499.399993896
V02Q1940085,3.4,14.0,28.0839847884,27.2587447275,28.1250531644,27.8225942268,27685,0,0,4487200,33075,89950,5350,110975,2119125,85801800.0,41.5583992004,4.80608987808,11.508600235,0.180337995291,127.0658885,37.56833563,499.118988037
V02Q1940106,4.1,5.0,27.6873291446,26.8550953907,27.792970679,27.4451317381,18076,5900,0,4516175,15375,63550,0,146850,2318475,98293800.0,30.721200943,2.98847007751,19.8871002197,1.06595003605,127.0471936,37.57758084,499.425994873
V02Q1940081,3.9,15.0,27.2996412037,26.6822642597,27.4851507597,27.1556854077,23588,14600,0,4656000,23825,29625,0,128225,2337825,95724600.0,26.7537994385,4.1161699295,21.129699707,3.0307700634,127.0510025,37.57132426,499.367004395
V02Q1940092,3.8,7.0,27.0659347443,26.4639288412,27.1379451567,26.8892695807,28230,80925,0,4444225,20150,30350,0,110500,2196700,88594600.0,28.107000351,11.3289003372,14.0370998383,3.83646988869,127.0645218,37.57114055,500.57901001
V02Q1940097,3.3,3.0,26.1824074074,25.7747663139,26.55018934,26.1691210204,10251,245450,0,4344175,20875,15900,7000,94150,2030600,89197700.0,0.0,0.0,41.177898407,9.50327014923,127.0655327,37.58522784,491.410003662
V02Q1940058,3.3,11.0,26.7229574515,26.0067729107,26.9069996439,26.5455766687,16994,187525,0,4304100,7300,12850,0,101275,2206075,93329400.0,25.5167999268,0.0,45.626499176,11.3648996353,127.0620252,37.57977525,501.403991699
V02Q1940101,3.5,16.0,27.8502742165,26.918305663,27.9059713319,27.5581837371,19466,17550,0,4821200,15675,88925,0,147000,2328925,96730100.0,26.3223991394,9.32162952423,15.254699707,0.445719987154,127.0325399,37.57335724,498.769989014
V02Q1940088,3.6,18.0,27.2246759259,26.1381513702,27.3428911443,26.9019061468,20001,15250,0,4711625,9725,64900,10750,121800,2246050,94596800.0,30.0746002197,8.72301006317,12.0300998688,2.1091299057,127.0525347,37.56782032,502.058990479
V02Q1940096,3.3,1.0,27.5576875594,26.7391201931,27.6344367978,27.3104148501,14627,24350,0,4829375,3225,124275,10750,113100,2048800,89661200.0,33.6573982239,8.45011043549,12.2286996841,0.635728001595,127.0595872,37.56298757,499.276000977
V02Q1940116,3.8,19.0,27.2315942545,26.5779139109,27.5115502245,27.1070194633,13676,2875,0,4772125,0,180775,0,99975,2392050,95018600.0,42.4201011658,12.1529998779,16.6557998657,0.831225991249,127.023874,37.57554443,499.731994629
V02Q1940785,0.8,2.0,27.2404950142,26.9931089744,27.3959670422,27.2098570103,12794,2475,0,4765050,4800,116300,0,101475,2371800,95295100.0,17.0331993103,4.30458021164,16.2182998657,0.14697599411,127.0288362,37.57614571,499.57901001
OC3CL200197,3.8,3.0,27.3425510446,26.2049590456,26.5222569714,26.6899223539,10124,4425,0,4549400,7200,162050,0,120775,2352500,98193100.0,42.1557006836,4.55244016647,14.4399003983,0.678794980049,127.0450743,37.5810902,499.688995361
V02Q1940278,3.8,16.0,27.5151954733,26.591887977,27.7797390804,27.2956075102,14265,1575,0,5801225,31800,116900,0,49850,1258775,96114000.0,43.0018997192,5.55890989304,16.3075008392,3.14702010155,126.9425468,37.5124009,495.67300415
V02Q1940295,3.9,16.0,27.1628957231,26.6701605956,27.2292767418,27.0207776868,21241,79650,0,6130950,24075,13025,0,44900,1237975,104299000.0,32.6581001282,21.1961994171,30.8453006744,3.5792798996,126.9251675,37.50871275,495.486999512
V02Q1940194,3.9,5.0,27.7500749559,27.0052341023,27.4428828348,27.3993972977,22249,0,0,4019000,15050,63300,0,114325,1278000,66742300.0,51.8230018616,0.377963989973,15.080499649,0.401926010847,126.9795311,37.48280186,499.009002686
V02Q1940297,3.5,15.0,26.2440575397,25.7152040937,25.7978990223,25.9190535519,22770,155300,0,4478750,15475,4850,0,98425,1278375,74610400.0,14.1791000366,9.33907032013,54.6943016052,9.00144004822,126.9757603,37.49295621,502.57800293
V02Q1940289,3.2,17.0,26.8705853175,26.1691697192,26.606138522,26.5486311862,21750,96225,0,3968400,16025,11475,0,69775,1368850,67269300.0,21.0440006256,21.4043006897,47.7196006775,7.87651014328,126.9682384,37.48749956,505.164001465
V02Q1940382,3.8,15.0,26.9672619048,26.2762469783,26.762212186,26.6685736897,23538,116300,2200,3631850,31475,7425,0,69250,1288750,62387200.0,35.7778015137,3.25813007355,33.8479003906,6.18137979507,126.969679,37.48206626,495.677001953
V02Q1940397,3.8,17.0,25.7199650658,25.1874223308,25.5030897112,25.4701590359,23526,155000,0,3985150,5675,5750,0,74500,1390925,68673400.0,0.538096010685,4.28951978683,50.8596000671,4.01155996323,126.9646505,37.48773341,497.882995605
V02Q1940304,2.9,7.0,27.6179314204,26.6379741362,27.4224005817,27.2261020461,26831,14350,0,5375425,40225,15650,0,33725,1287300,85564200.0,43.4954986572,3.50154995918,55.4225006104,5.63749980927,126.9518255,37.50407253,498.665985107
V02Q1940316,4.0,4.0,27.8731128748,27.1150440686,28.3691336981,27.7857635472,23606,21025,0,5553075,3925,29675,0,55275,1291475,94695600.0,20.7297000885,5.52534008026,31.5200004578,0.900940001011,126.9407833,37.50479368,499.696990967
V02Q1940420,4.0,4.0,27.4883487654,26.8596426259,27.6798157861,27.3426023925,31494,3675,0,5607075,29675,51300,0,58775,1392550,97586900.0,42.5171012878,5.05878019333,24.8197002411,0.298285007477,126.9312596,37.49921389,499.364990234
V02Q1940319,3.8,7.0,28.0916732804,27.2105088584,28.1901536465,27.8307785951,24913,0,0,5523800,41625,36725,0,44175,1367925,94732300.0,47.145198822,3.86567997932,34.3731002808,4.27173995972,126.9369607,37.50119264,500.082000732
V02Q1940432,4.5,5.0,27.3083926876,26.663397328,27.3401443387,27.1039781181,21561,16000,0,5643075,13325,11825,8100,68750,1499375,106494000.0,20.0067005157,5.23927021027,13.7224998474,0.361710995436,126.9100534,37.48657654,499.557006836
V02Q1940389,3.8,4.0,27.4275210284,26.7452225706,27.5741748683,27.2489728224,20386,20275,0,5665900,15825,60425,0,53900,1337875,98382000.0,41.1729011536,3.15386009216,22.6287002563,2.61090993881,126.9238296,37.49774248,494.230010986
V02Q1940356,4.4,20.0,27.3180539445,26.5773564707,27.3033282612,27.0662462255,14622,174875,0,5382075,28375,0,0,118025,1262000,85223100.0,46.2658996582,0.452266991138,51.7140007019,8.82244968414,126.9674184,37.50454947,485.135986328
V02Q1940375,3.0,4.0,26.9020315256,26.1783872994,27.0064664541,26.6956284264,21351,34775,0,5434725,7650,67200,0,57525,1556675,97760100.0,25.983499527,10.5214004517,21.4666004181,0.972820997238,126.9248262,37.49171276,500.971008301
V02Q1940947,3.8,20.0,27.4885967813,26.7579307167,27.4763909663,27.2409728214,26283,9400,0,5155100,23275,22150,0,37650,1367450,82185700.0,41.5494003296,5.5040397644,50.7505989075,3.51503992081,126.9520123,37.4990258,498.553985596
V02Q1940747,4.0,16.0,27.7279226021,26.7758435931,27.5182873338,27.3406845097,25650,7800,0,5172150,24975,20225,0,37650,1359325,83798800.0,42.7238998413,5.5040397644,50.7505989075,4.10845994949,126.9513962,37.499726,497.119995117
V02Q1940952,4.0,15.0,27.3625069812,26.7188991148,27.4497509281,27.1770523413,27784,3950,0,4323625,27275,80625,0,107825,1286500,71707200.0,39.7906990051,6.87646007538,22.8640995026,4.53882980347,126.9786333,37.48870857,500.407989502
V02Q1940301,3.6,16.0,27.9001003086,27.0288569378,27.7612782742,27.5634118402,26791,0,0,4306900,17150,119175,0,106625,1282850,72703200.0,50.0583000183,3.50670003891,23.5949001312,4.15008020401,126.9805704,37.48911821,499.899993896
V02Q1940296,3.9,17.0,27.754597324,26.9866369048,27.6777762669,27.4730034986,19518,58300,0,6106125,11075,56400,0,45450,1274675,104031000.0,29.7812995911,12.0664997101,15.5747995377,0.691127002239,126.9263022,37.51196987,498.342987061
V02Q1940190,3.9,12.0,27.0744587743,26.4521139123,26.7879960317,26.7715229061,16314,102675,0,4721275,11375,34675,0,88300,1083900,78789800.0,22.2364006042,5.82237005234,21.2590999603,7.6522397995,126.9824168,37.49653097,500.07800293
V02Q1940292,3.4,11.0,27.624103412,27.0746171421,27.6206035246,27.4397746929,25415,7625,0,4441100,15575,60550,0,106625,1215900,74612200.0,12.261300087,3.64408993721,13.6673002243,1.87782001495,126.9819441,37.49084809,501.410003662
V02Q1940834,0.3,3.0,27.3702279202,26.8696350563,27.6152799361,27.2850476375,27956,49425,0,3637875,45825,11500,0,69250,1267400,61161500.0,42.5845985413,3.8750500679,26.4542007446,3.05675005913,126.971649,37.48098219,495.074005127
OC3CL200120,3.8,11.0,26.0152884615,25.8611989554,26.5460746352,26.1408540174,20967,23900,0,6026725,37725,50950,8100,72375,1413225,108110000.0,47.7961997986,3.16942000389,21.2509002686,3.85127997398,126.9097343,37.49011052,500.868988037
OC3CL200118,3.5,2.0,26.1828422619,25.0764904694,26.5185790598,25.925970597,29932,2175,0,3709725,50000,35250,0,60450,1235775,61491600.0,51.0084991455,3.26263999939,31.1931991577,2.86653995514,126.9756084,37.47885234,496.071014404
OC3CL200116,3.6,14.0,26.5063793922,25.6478267874,26.6015789612,26.2519283803,23118,121350,0,5182825,32000,0,0,55000,1519225,89794600.0,45.5686988831,4.16057014465,74.1902008057,4.52066993713,126.9385648,37.49622929,488.730010986
OC3CL200068,4.3,13.0,25.9401982431,25.121782577,25.9747659285,25.6789155829,20869,71050,0,5423425,3275,10725,0,40625,1278400,86340200.0,15.4040002823,0.0,56.3526992798,15.0901002884,126.9551335,37.50619475,499.016998291
OC3CL200073,3.8,12.0,26.1306679894,26.0455969339,27.0972477445,26.4245042226,28087,30300,0,5253200,34650,6850,0,46375,1415550,88836300.0,22.1805000305,3.83234000206,39.6684989929,5.61492013931,126.9440571,37.49928608,500.897003174
V02Q1940613,3.4,1.0,27.8694444444,26.7841412291,27.3334213395,27.3290023377,27586,0,0,6027850,31625,68075,0,88875,1358450,89823100.0,35.8619003296,8.79063987732,9.28460979462,0.0536570996046,126.9065546,37.55596303,499.170013428
V02Q1940635,3.2,19.0,27.6422674162,26.4933792057,27.2494291819,27.1283586013,26551,15450,0,5690425,33575,43450,0,79750,1342275,86010100.0,41.4911994934,4.90944004059,9.19906997681,0.44640699029,126.9033309,37.56127599,499.031005859
V02Q1940612,3.3,4.0,27.4884115961,27.104701957,27.7625296771,27.4518810767,9119,11575,0,4294425,21450,55550,0,94950,1201850,64783800.0,38.7508010864,7.20118999481,13.6949996948,0.600399017334,126.8951928,37.57807617,498.32699585
V02Q1940605,4.2,2.0,27.6319896384,27.1424452245,27.6811440835,27.4851929822,17680,7925,0,6166250,25025,70050,0,109950,1457825,90534500.0,43.2400016785,4.54324007034,9.78964042664,0.566900014877,126.9154401,37.55443,498.187011719
V02Q1940467,3.6,17.0,27.4747486772,26.5289672365,27.5791271421,27.1942810186,17872,66150,0,5429400,17975,25400,0,95050,1349125,83764200.0,11.3461999893,3.30584001541,28.4689998627,5.2980799675,126.9091021,37.56348852,495.697998047
V02Q1940426,3.2,14.0,27.6221582892,26.9409491897,27.6648710934,27.4093261908,26856,30975,0,5026475,41325,14125,0,94475,1305675,78623900.0,44.284198761,3.24529004097,33.4393005371,4.36134004593,126.9073195,37.56802912,500.537994385
V02Q1940519,3.2,6.0,27.8114616402,27.1789546256,27.8250418987,27.6051527215,24956,10825,0,6447925,0,8775,0,86975,1415300,93967400.0,33.7871017456,4.95605993271,17.5597991943,1.36782002449,126.9344074,37.54719218,499.937011719
V02Q1940629,3.5,1.0,27.6117548501,26.8013430166,27.7157740639,27.3762906435,21979,29975,0,5334900,43200,20875,0,125900,1554375,85891600.0,42.1487998962,2.41259002686,57.067199707,7.03232002258,126.9615926,37.55689472,496.084014893
V02Q1940696,3.2,17.0,27.4743121693,26.7557461674,27.6944067815,27.3081550394,15360,35850,0,5601225,32225,7725,0,115050,1456575,84652600.0,39.1572990417,3.7068400383,13.608499527,1.65943002701,126.9222725,37.56471491,500.850006104
V02Q1940650,3.3,8.0,27.5151256614,26.7569041684,27.492826718,27.2549521826,24589,15675,0,6136125,12850,35750,0,78325,1422675,93238000.0,22.9057998657,3.69144010544,15.3659000397,0.93126398325,126.9454005,37.54668774,500.618988037
V02Q1940456,3.2,10.0,27.2453891093,26.8008838153,27.7380488647,27.2614405964,24338,2975,0,6292475,41150,67225,0,82000,1496375,95242700.0,14.6017999649,10.9406995773,15.8944997787,1.70797002316,126.9426921,37.54310205,500.361999512
V02Q1940638,3.0,18.0,27.5352176604,26.5590795855,27.3445248733,27.1462740397,16922,32625,0,6272125,32850,48900,0,100625,1392900,92534200.0,44.7843017578,4.39659976959,11.1673002243,0.806966006756,126.9103908,37.5502932,499.162994385
V02Q1940647,3.5,18.0,27.8509611993,26.8417202551,27.9838803095,27.5588539213,23429,3475,0,5944725,36775,27625,0,116100,1508750,87169700.0,21.4822006226,1.91981995106,19.5643005371,3.63214993477,126.958483,37.54948025,495.375
V02Q1940640,3.3,13.0,27.486581345,26.9651395672,27.9073196865,27.4530135329,17635,20400,0,5546725,17675,7050,0,120600,1454475,84542200.0,51.7484016418,4.57579994202,12.2566003799,0.377014994621,126.9194904,37.5639051,499.717987061
V02Q1940531,3.9,14.0,27.7336396011,27.0042132328,27.7009204761,27.4795911033,13430,19550,0,6447800,0,167175,0,71825,1401000,92223300.0,34.7411994934,2.94957995415,20.0706996918,1.55737996101,126.9362371,37.55488942,497.20098877
V02Q1940521,3.2,2.0,26.9977112163,26.4586347526,27.0589461773,26.8384307154,16673,32850,0,6566250,18225,52700,0,57650,1436400,94116900.0,40.9519996643,5.39335012436,31.9545993805,9.68760967255,126.925523,37.5487627,504.57901001
V02Q1940622,3.2,16.0,26.7891107041,26.204898327,26.6997234093,26.5645774801,5755,260200,0,4757925,0,4775,0,83475,1348275,71233500.0,0.0,0.0,23.8010005951,5.0201997757,126.8965735,37.57048042,503.540985107
V02Q1940697,3.1,10.0,26.699480057,25.9862114198,26.4521997216,26.3792970661,6659,42625,52300,4170225,0,35350,3600,31675,903475,54991300.0,16.5259990692,0.0,13.3340997696,0.269755005836,126.8829428,37.58756924,498.842987061
V02Q1940586,3.6,18.0,27.4844836182,26.8876852623,27.6232233392,27.3317974066,13639,210025,0,6129650,17025,6100,0,98075,1369525,91174200.0,40.348400116,11.0445995331,10.2540998459,0.729456007481,126.9009012,37.55287788,498.493011475
V02Q1940449,3.9,17.0,27.7864671517,27.2948902641,28.0156883741,27.6990152633,26974,0,0,6015550,31625,56375,0,88875,1358450,89823100.0,35.8619003296,8.79063987732,9.28460979462,0.0536570996046,126.9059871,37.55579118,499.148986816
V02Q1940711,4.0,17.0,27.7941997354,27.1039931827,27.8800693365,27.5927540849,22932,7925,0,6186325,26500,40925,0,107100,1450000,90933900.0,23.7411994934,6.0,9.3825302124,0.828146994114,126.9123651,37.553799,498.024993896
V02Q1940945,3.2,11.0,27.8158542769,26.9696510819,27.7775953676,27.5210335755,25972,0,0,6027850,35875,68075,0,93200,1350325,90119500.0,40.9735984802,3.61561989784,9.07059001923,0.134176999331,126.9069028,37.55524371,499.132995605
V02Q1940581,3.1,10.0,27.8177104531,27.2146118542,27.9591012151,27.6638078408,23687,34075,0,5752125,42700,16525,0,79750,1339425,85483100.0,40.4124984741,3.68840003014,9.64692020416,0.434852987528,126.9016199,37.56142506,499.75
V02Q1940285,3.7,15.0,27.7086276455,26.9813246784,27.7473106061,27.4790876433,23844,0,0,6131000,10000,37025,0,96325,1394850,90384700.0,48.5932006836,5.83221006393,9.54213047028,0.0367671996355,126.9103629,37.55472248,499.088012695
V02Q1940471,3.6,16.0,27.0974327601,26.3052295313,27.1281993971,26.8436205628,17618,102950,0,5718100,25725,2500,0,79750,1332875,83870900.0,4.48716020584,0.0,10.3236999512,1.17773997784,126.8988012,37.56108668,499.984008789
V02Q1940451,3.6,17.0,28.037319224,27.3811888497,28.2040298282,27.8741793006,24322,37375,0,5492400,15500,70725,0,92000,1339700,83569200.0,45.6450996399,4.32612991333,11.5818004608,1.92997002602,126.9061479,37.56349354,499.62298584
V02Q1940439,3.4,20.0,28.1482705026,27.1597831181,27.806598787,27.7048841359,15241,29800,0,5817250,15375,51725,0,109375,1455650,87875200.0,36.6879005432,3.26092004776,11.1114997864,0.262659996748,126.9174751,37.55989095,499.472991943
